delivery_id,supplier_id,component_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,quantity_received,delivery_status
D0005177,S015,C0118,2024-05-17,2024-07-13,2024-07-13,3374,3374,On-Time
D0003076,S007,C0068,2024-05-17,2024-06-15,2024-06-15,17415,17415,On-Time
D0001387,S006,C0037,2024-05-17,2024-07-05,2024-07-05,3710,3710,On-Time
D0006744,S009,C0159,2024-05-17,2024-06-26,,15214,15214,Unknown
D0003997,S006,C0087,2024-05-17,2024-06-26,2024-06-26,18398,18398,On-Time
D0002784,S017,C0063,2024-05-17,2024-06-15,2024-06-15,7508,7508,On-Time
D0008091,S019,C0198,2024-05-17,2024-06-07,2024-06-07,23676,23676,On-Time
D0006907,S012,C0162,2024-05-17,2024-06-20,2024-06-20,23982,23982,On-Time
D0006968,S003,C0163,2024-05-17,2024-06-14,2024-06-15,28267,28267,Delayed
D0006691,S009,C0158,2024-05-20,2024-06-22,2024-07-11,10263,8782,Delayed
D0007871,S015,C0193,2024-05-20,2024-06-08,2024-06-09,15517,15517,Delayed
D0002785,S018,C0063,2024-05-20,2024-06-18,2024-06-18,20372,20372,On-Time
D0003657,S008,C0080,2024-05-20,2024-07-01,2024-07-03,4737,4737,Delayed
D0008985,S004,C0219,2024-05-20,2024-06-24,2024-06-24,9361,9361,On-Time
D0003020,S011,C0067,2024-05-20,2024-06-15,,24720,24720,Unknown
D0004864,S007,C0109,2024-05-20,2024-07-12,2024-07-12,1438,1438,On-Time
D0009171,S005,C0224,2024-05-20,2024-06-19,2024-06-19,375,375,On-Time
D0005921,S015,C0140,2024-05-20,2024-07-04,2024-07-04,2176,2176,On-Time
D0003998,S013,C0087,2024-05-20,2024-06-30,,3067,3067,Unknown
D0003317,S012,C0073,2024-05-20,2024-06-20,2024-06-21,7863,7863,Delayed
D0005805,S011,C0137,2024-05-20,2024-07-19,2024-07-19,3358,3358,On-Time
D0006060,S016,C0144,2024-05-20,2024-07-06,2024-07-07,2346,2346,Delayed
D0004599,S018,C0102,2024-05-20,2024-06-23,2024-06-23,1255,1255,On-Time
D0008944,S004,C0218,2024-05-20,2024-06-06,2024-06-06,32018,32018,On-Time
D0006908,S016,C0162,2024-05-20,2024-06-23,2024-06-23,21613,21613,On-Time
D0002623,S005,C0060,2024-05-20,2024-06-16,2024-06-16,18526,18526,On-Time
D0009570,S003,C0238,2024-05-20,2024-07-06,2024-07-07,624,624,Delayed
D0000402,S012,C0017,2024-05-20,2024-06-19,2024-06-21,6156,6156,Delayed
D0008594,S012,C0210,2024-05-20,2024-06-14,2024-06-15,19928,19928,Delayed
D0007129,S014,C0166,2024-05-20,2024-06-22,2024-06-23,23175,23175,Delayed
D0007785,S012,C0188,2024-05-20,2024-08-11,2024-08-12,64,64,Delayed
D0007076,S013,C0165,2024-05-20,2024-07-02,2024-07-03,21389,21389,Delayed
D0003512,S003,C0077,2024-05-20,2024-06-24,2024-06-25,4685,4685,Delayed
D0009430,S008,C0233,2024-05-20,2024-07-03,2024-07-03,207,207,On-Time
D0001648,S004,C0042,2024-05-21,2024-06-16,2024-06-16,2414,2414,On-Time
D0005110,S006,C0116,2024-05-21,2024-06-29,2024-06-29,4940,4940,On-Time
D0007023,S018,C0164,2024-05-21,2024-07-03,2024-07-03,20741,20741,On-Time
D0000295,S005,C0015,2024-05-21,2024-06-27,2024-06-28,4477,4477,Delayed
D0003268,S019,C0072,2024-05-21,2024-07-09,2024-07-09,10459,10459,On-Time
D0008720,S020,C0213,2024-05-21,2024-06-09,2024-06-09,22690,22690,On-Time
D0008131,S002,C0199,2024-05-21,2024-06-13,2024-06-13,21177,21177,On-Time
D0005209,S014,C0119,2024-05-21,2024-07-16,2024-07-17,3301,3301,Delayed
D0003910,S004,C0085,2024-05-21,2024-06-18,2024-06-19,14123,14123,Delayed
D0006030,S019,C0143,2024-05-21,2024-07-21,2024-07-21,1447,1447,On-Time
D0008812,S017,C0215,2024-05-21,2024-06-08,2024-06-09,15622,15622,Delayed
D0004408,S011,C0097,2024-05-21,2024-07-06,2024-07-06,1846,1846,On-Time
D0006643,S013,C0157,2024-05-21,2024-06-19,2024-06-19,45019,45019,On-Time
D0007582,S015,C0174,2024-05-21,2024-06-29,2024-06-29,21151,21151,On-Time
D0004087,S003,C0089,2024-05-21,2024-06-20,2024-06-21,7047,7047,Delayed
D0007301,S015,C0169,2024-05-21,2024-06-12,2024-06-12,26336,26336,On-Time
D0005377,S016,C0124,2024-05-21,2024-07-07,2024-07-07,2791,2791,On-Time
D0004936,S009,C0111,2024-05-21,2024-06-30,2024-06-30,1962,1962,On-Time
D0005407,S014,C0125,2024-05-21,2024-06-28,2024-06-29,4062,4062,Delayed
D0007659,S013,C0180,2024-05-21,2024-06-30,2024-06-30,54,54,On-Time
D0000560,S013,C0020,2024-05-21,2024-07-16,2024-07-17,4644,4644,Delayed
D0003412,S003,C0075,2024-05-21,2024-06-18,2024-06-18,10593,10593,On-Time
D0006486,S004,C0154,2024-05-21,2024-07-12,2024-07-13,32560,32560,Delayed
D0004137,S001,C0090,2024-05-21,2024-06-13,2024-06-13,14719,14719,On-Time
D0008050,S004,C0197,2024-05-21,2024-06-13,2024-06-14,11512,11512,Delayed
D0001808,S017,C0045,2024-05-21,2024-06-21,2024-06-21,20991,20991,On-Time
D0008553,S015,C0209,2024-05-21,2024-06-09,2024-06-09,13988,13988,On-Time
D0005577,S003,C0130,2024-05-21,2024-07-10,2024-07-10,2850,2850,On-Time
D0000605,S016,C0021,2024-05-22,2024-06-30,2024-06-30,9659,9659,On-Time
D0003213,S004,C0071,2024-05-22,2024-06-27,2024-06-27,2060,1923,Partial
D0007474,S004,C0172,2024-05-22,2024-06-22,2024-06-22,31607,31607,On-Time
D0002459,S012,C0057,2024-05-22,2024-07-03,2024-07-03,11398,11398,On-Time
D0003365,S002,C0074,2024-05-22,2024-07-02,2024-07-02,4335,4335,On-Time
D0001970,S020,C0048,2024-05-22,2024-07-14,2024-07-14,18003,18003,On-Time
D0003951,S017,C0086,2024-05-22,2024-06-10,2024-06-10,7378,7378,On-Time
D0002841,S009,C0064,2024-05-22,2024-06-20,2024-06-21,21350,21350,Delayed
D0000660,S011,C0022,2024-05-22,2024-06-28,2024-06-28,6606,6606,On-Time
D0002293,S013,C0054,2024-05-22,2024-06-28,2024-06-29,13190,13190,Delayed
D0001145,S004,C0032,2024-05-22,2024-06-19,2024-06-20,3678,3678,Delayed
D0005886,S009,C0139,2024-05-22,2024-06-26,2024-06-27,2275,2275,Delayed
D0006373,S009,C0152,2024-05-22,2024-06-10,2024-06-12,13123,13123,Delayed
D0006235,S010,C0149,2024-05-22,2024-06-30,,2248,2248,Unknown
D0007356,S005,C0170,2024-05-22,2024-06-14,2024-06-15,19903,19903,Delayed
D0008000,S009,C0196,2024-05-22,2024-06-22,2024-06-22,32687,32687,On-Time
D0002018,S014,C0049,2024-05-22,2024-06-14,2024-06-15,19630,19630,Delayed
D0009312,S011,C0229,2024-05-22,2024-06-23,2024-06-24,252,206,Delayed
D0007182,S011,C0167,2024-05-22,2024-06-23,2024-06-23,25272,25272,On-Time
D0006969,S009,C0163,2024-05-22,2024-06-22,2024-06-22,13998,13998,On-Time
D0005477,S017,C0127,2024-05-23,2024-07-18,2024-07-18,1830,1830,On-Time
D0008092,S009,C0198,2024-05-23,2024-06-14,2024-06-15,14867,14867,Delayed
D0001704,S010,C0043,2024-05-23,2024-07-01,2024-07-02,1972,1972,Delayed
D0006131,S014,C0146,2024-05-23,2024-07-23,2024-07-24,909,909,Delayed
D0003564,S002,C0078,2024-05-23,2024-07-14,2024-07-14,4753,4368,Partial
D0005956,S006,C0141,2024-05-23,2024-07-08,2024-07-08,3539,3539,On-Time
D0002731,S014,C0062,2024-05-23,2024-06-14,2024-06-15,15767,15767,Delayed
D0008503,S018,C0208,2024-05-23,2024-06-11,2024-06-11,28946,28946,On-Time
D0001388,S015,C0037,2024-05-23,2024-07-14,2024-07-14,5397,5397,On-Time
D0001865,S001,C0046,2024-05-23,2024-07-04,2024-07-05,13959,13959,Delayed
D0002073,S014,C0050,2024-05-23,2024-06-12,2024-06-13,10150,10150,Delayed
D0001194,S002,C0033,2024-05-23,2024-07-02,2024-07-02,4715,4715,On-Time
D0000858,S016,C0026,2024-05-23,2024-07-11,2024-07-11,1019,1019,On-Time
D0002185,S018,C0052,2024-05-23,2024-06-22,2024-06-22,8826,8826,On-Time
D0005993,S019,C0142,2024-05-23,2024-07-16,2024-07-16,1330,1330,On-Time
D0006798,S016,C0160,2024-05-23,2024-07-03,2024-07-03,35976,35976,On-Time
D0004826,S005,C0108,2024-05-23,2024-07-03,2024-07-03,2383,2383,On-Time
D0005145,S016,C0117,2024-05-23,2024-07-18,2024-07-18,3600,3600,On-Time
D0008463,S007,C0207,2024-05-23,2024-06-12,2024-06-13,21975,21975,Delayed
D0009228,S016,C0226,2024-05-23,2024-07-21,2024-07-22,162,162,Delayed
D0005844,S018,C0138,2024-05-23,2024-06-28,2024-06-28,2773,2773,On-Time
D0001050,S012,C0030,2024-05-24,2024-07-03,2024-07-04,4127,4127,Delayed
D0002130,S004,C0051,2024-05-24,2024-06-19,2024-06-20,7016,7016,Delayed
D0009337,S014,C0230,2024-05-24,2024-06-29,2024-06-30,207,207,Delayed
D0000811,S003,C0025,2024-05-24,2024-07-05,2024-07-06,4940,3705,Delayed
D0000762,S013,C0024,2024-05-24,2024-06-26,2024-06-27,6267,6267,Delayed
D0000171,S008,C0010,2024-05-24,2024-06-20,2024-06-21,75,75,Delayed
D0003173,S001,C0070,2024-05-24,2024-07-05,2024-07-06,13628,13628,Delayed
D0007527,S009,C0173,2024-05-24,2024-06-29,2024-07-02,15713,15713,Delayed
D0002959,S004,C0066,2024-05-24,2024-06-28,2024-06-29,9723,9723,Delayed
D0007413,S010,C0171,2024-05-24,2024-07-01,2024-07-01,23005,23005,On-Time
D0006271,S018,C0150,2024-05-24,2024-07-03,2024-07-18,22156,22156,Delayed
D0006097,S019,C0145,2024-05-24,2024-07-22,2024-07-22,1968,1968,On-Time
D0001540,S010,C0040,2024-05-24,2024-07-13,2024-07-13,3248,3248,On-Time
D0005044,S018,C0114,2024-05-24,2024-07-23,2024-07-23,2580,2237,Partial
D0007830,S015,C0191,2024-05-24,2024-07-05,2024-07-05,45,45,On-Time
D0002569,S001,C0059,2024-05-24,2024-07-07,2024-07-08,5681,5681,Delayed
D0003457,S006,C0076,2024-05-24,2024-07-07,2024-07-07,6894,6894,On-Time
D0003077,S005,C0068,2024-05-24,2024-06-19,2024-06-19,9694,9694,On-Time
D0004791,S011,C0107,2024-05-24,2024-06-27,2024-06-27,4365,4365,On-Time
D0004298,S003,C0094,2024-05-24,2024-07-02,2024-07-03,7220,7220,Delayed
D0004178,S012,C0091,2024-05-24,2024-06-15,2024-06-16,18130,18130,Delayed
D0009455,S004,C0234,2024-05-24,2024-07-09,2024-07-09,393,393,On-Time
D0006201,S005,C0148,2024-05-24,2024-06-25,2024-06-25,2297,2297,On-Time
D0002351,S011,C0055,2024-05-24,2024-06-29,2024-06-29,5902,5902,On-Time
D0000457,S014,C0018,2024-05-24,2024-06-26,2024-06-27,3761,3761,Delayed
D0006431,S008,C0153,2024-05-24,2024-06-20,2024-06-20,14335,14335,On-Time
D0004261,S017,C0093,2024-05-24,2024-07-03,2024-07-03,3765,3765,On-Time
D0000951,S015,C0028,2024-05-24,2024-07-16,2024-07-16,2878,2878,On-Time
D0005011,S011,C0113,2024-05-24,2024-06-19,2024-06-20,2879,2879,Delayed
D0001246,S002,C0034,2024-05-24,2024-06-26,2024-06-26,2579,2579,On-Time
D0007357,S002,C0170,2024-05-27,2024-06-19,2024-06-19,17368,17368,On-Time
D0008900,S011,C0217,2024-05-27,2024-07-03,2024-07-20,10309,10309,Delayed
D0002352,S020,C0055,2024-05-27,2024-06-30,2024-06-30,4390,4390,On-Time
D0003021,S013,C0067,2024-05-27,2024-06-22,2024-06-27,8069,8069,Delayed
D0007475,S020,C0172,2024-05-27,2024-06-29,2024-06-29,28138,28138,On-Time
D0000510,S003,C0019,2024-05-27,2024-07-12,2024-07-13,2271,2271,Delayed
D0002074,S012,C0050,2024-05-27,2024-06-15,2024-06-16,6249,5214,Delayed
D0000712,S011,C0023,2024-05-27,2024-06-29,2024-06-30,2787,2787,Delayed
D0005511,S002,C0128,2024-05-27,2024-07-06,2024-07-06,2917,2917,On-Time
D0009144,S002,C0223,2024-05-27,2024-07-23,2024-07-23,165,165,On-Time
D0001758,S003,C0044,2024-05-27,2024-06-30,2024-07-01,8096,8096,Delayed
D0007583,S012,C0174,2024-05-27,2024-07-06,2024-07-07,18759,18759,Delayed
D0005845,S020,C0138,2024-05-27,2024-07-04,2024-07-05,4481,4481,Delayed
D0001296,S015,C0035,2024-05-27,2024-07-04,2024-07-04,7905,7905,On-Time
D0004716,S003,C0105,2024-05-27,2024-06-30,2024-07-01,2240,2240,Delayed
D0008093,S002,C0198,2024-05-27,2024-06-16,2024-06-16,7514,7514,On-Time
D0006098,S009,C0145,2024-05-27,2024-07-24,2024-07-24,2139,2139,On-Time
D0004138,S006,C0090,2024-05-27,2024-06-23,2024-06-23,4895,4895,On-Time
D0006272,S019,C0150,2024-05-27,2024-07-12,2024-07-12,23956,23956,On-Time
D0003911,S006,C0085,2024-05-27,2024-06-22,2024-06-22,5021,5021,On-Time
D0009099,S004,C0222,2024-05-27,2024-06-18,2024-06-18,4195,4195,On-Time
D0008257,S009,C0202,2024-05-27,2024-06-26,2024-06-27,8682,8682,Delayed
D0000004,S006,C0001,2024-05-27,2024-08-09,2024-08-09,35,35,On-Time
D0002294,S003,C0054,2024-05-27,2024-07-05,2024-07-05,10390,10390,On-Time
D0004299,S012,C0094,2024-05-27,2024-07-04,,7379,7379,Unknown
D0000247,S020,C0014,2024-05-27,2024-07-01,2024-07-01,8356,8356,On-Time
D0003952,S016,C0086,2024-05-27,2024-06-17,2024-06-18,4945,4945,Delayed
D0005887,S012,C0139,2024-05-28,2024-07-01,2024-07-03,1772,1772,Delayed
D0000561,S018,C0020,2024-05-28,2024-07-19,2024-07-19,1807,1355,Partial
D0007688,S017,C0182,2024-05-28,2024-07-13,2024-07-13,113,113,On-Time
D0005957,S020,C0141,2024-05-28,2024-07-13,2024-07-14,2001,2001,Delayed
D0007847,S011,C0192,2024-05-28,2024-07-23,2024-07-23,52,52,On-Time
D0003413,S013,C0075,2024-05-28,2024-06-28,,4210,4210,Unknown
D0004827,S014,C0108,2024-05-28,2024-07-10,2024-07-11,3832,3832,Delayed
D0006970,S005,C0163,2024-05-28,2024-06-28,2024-06-28,18235,18235,On-Time
D0003078,S012,C0068,2024-05-28,2024-06-23,2024-06-25,16592,16592,Delayed
D0002842,S010,C0064,2024-05-28,2024-06-26,2024-06-26,14609,14609,On-Time
D0007246,S004,C0168,2024-05-28,2024-06-26,2024-06-26,22065,22065,On-Time
D0006644,S010,C0157,2024-05-28,2024-06-26,2024-06-26,10278,10278,On-Time
D0001389,S019,C0037,2024-05-28,2024-07-19,2024-07-20,2849,2849,Delayed
D0001102,S018,C0031,2024-05-28,2024-07-09,2024-07-09,4750,4750,On-Time
D0008001,S020,C0196,2024-05-28,2024-07-03,2024-07-03,10700,10700,On-Time
D0007024,S013,C0164,2024-05-28,2024-07-09,2024-07-09,13860,13860,On-Time
D0000907,S008,C0027,2024-05-28,2024-07-16,2024-07-17,4884,4884,Delayed
D0000403,S020,C0017,2024-05-28,2024-06-30,2024-06-30,4361,4146,Partial
D0006593,S012,C0156,2024-05-28,2024-06-17,2024-06-17,18556,18556,On-Time
D0001001,S018,C0029,2024-05-28,2024-07-07,2024-07-07,6366,6366,On-Time
D0006799,S004,C0160,2024-05-28,2024-07-06,2024-07-06,14986,14986,On-Time
D0006319,S004,C0151,2024-05-28,2024-07-04,2024-07-17,14807,14807,Delayed
D0002673,S004,C0061,2024-05-28,2024-07-09,2024-07-09,10246,10246,On-Time
D0001146,S020,C0032,2024-05-28,2024-06-23,2024-06-23,2623,2623,On-Time
D0009571,S004,C0238,2024-05-28,2024-07-11,2024-07-11,422,422,On-Time
D0001866,S010,C0046,2024-05-29,2024-07-08,2024-07-08,8616,8616,On-Time
D0004865,S013,C0109,2024-05-29,2024-07-24,2024-07-24,1368,1368,On-Time
D0009431,S011,C0233,2024-05-29,2024-07-08,2024-07-08,668,668,On-Time
D0007799,S003,C0189,2024-05-29,2024-07-17,2024-07-18,109,107,Delayed
D0007908,S005,C0194,2024-05-29,2024-06-26,2024-06-26,18859,18859,On-Time
D0005210,S018,C0119,2024-05-29,2024-07-21,2024-07-21,10902,10902,On-Time
D0000606,S015,C0021,2024-05-29,2024-07-06,2024-07-06,6219,6219,On-Time
D0002624,S015,C0060,2024-05-29,2024-06-20,2024-06-20,22138,22138,On-Time
D0006692,S009,C0158,2024-05-29,2024-07-01,2024-07-04,14137,14137,Delayed
D0006745,S012,C0159,2024-05-29,2024-07-05,2024-07-05,28640,28640,On-Time
D0006851,S003,C0161,2024-05-29,2024-06-21,2024-06-22,28628,28628,Delayed
D0008678,S003,C0212,2024-05-29,2024-06-13,2024-06-14,8824,8824,Delayed
D0001649,S016,C0042,2024-05-29,2024-06-24,2024-06-24,2030,2030,On-Time
D0007414,S002,C0171,2024-05-29,2024-07-03,2024-07-04,4309,4309,Delayed
D0009282,S012,C0228,2024-05-29,2024-07-21,2024-07-21,232,174,Partial
D0008595,S015,C0210,2024-05-29,2024-06-27,2024-06-28,58258,58258,Delayed
D0001051,S012,C0030,2024-05-29,2024-07-09,2024-07-09,3795,3795,On-Time
D0004088,S003,C0089,2024-05-29,2024-06-30,2024-07-01,15710,15710,Delayed
D0008345,S005,C0204,2024-05-29,2024-06-21,2024-06-22,32435,32435,Delayed
D0004558,S020,C0101,2024-05-29,2024-07-22,2024-07-22,5534,4583,Partial
D0003513,S018,C0077,2024-05-29,2024-07-01,2024-07-01,4855,4855,On-Time
D0003458,S009,C0076,2024-05-30,2024-07-12,2024-07-13,4506,4506,Delayed
D0000296,S018,C0015,2024-05-30,2024-07-05,2024-07-24,2042,2042,Delayed
D0008415,S012,C0206,2024-05-30,2024-06-29,2024-06-30,6517,6517,Delayed
D0001441,S004,C0038,2024-05-30,2024-06-30,2024-06-30,1577,1577,On-Time
D0001599,S014,C0041,2024-05-30,2024-07-10,2024-07-10,3782,3782,On-Time
D0003174,S017,C0070,2024-05-30,2024-07-16,2024-07-16,6815,6815,On-Time
D0008464,S013,C0207,2024-05-30,2024-06-21,2024-06-21,13097,13097,On-Time
D0001340,S002,C0036,2024-05-30,2024-07-07,2024-07-07,3200,2517,Partial
D0001921,S013,C0047,2024-05-30,2024-07-05,2024-07-06,22847,22847,Delayed
D0004905,S019,C0110,2024-05-30,2024-07-04,2024-07-05,1824,1824,Delayed
D0000458,S016,C0018,2024-05-30,2024-07-02,2024-07-02,5504,5504,On-Time
D0002732,S003,C0062,2024-05-30,2024-06-23,2024-06-23,14353,14353,On-Time
D0005922,S014,C0140,2024-05-30,2024-07-15,2024-08-01,1350,1350,Delayed
D0003999,S019,C0087,2024-05-30,2024-07-09,2024-07-09,5736,5736,On-Time
D0002406,S003,C0056,2024-05-30,2024-07-02,2024-07-03,9910,9910,Delayed
D0007077,S007,C0165,2024-05-30,2024-07-17,2024-07-17,20609,20609,On-Time
D0008945,S018,C0218,2024-05-30,2024-06-16,2024-06-26,31365,31365,Delayed
D0006374,S011,C0152,2024-05-30,2024-06-23,2024-06-23,19200,19200,On-Time
D0002019,S014,C0049,2024-05-30,2024-06-24,2024-06-24,8819,8819,On-Time
D0002460,S013,C0057,2024-05-30,2024-07-13,2024-07-18,14142,14142,Delayed
D0006202,S020,C0148,2024-05-30,2024-06-30,2024-06-30,4619,4619,On-Time
D0002131,S001,C0051,2024-05-30,2024-06-20,2024-06-21,6297,6297,Delayed
D0008220,S015,C0201,2024-05-30,2024-06-17,2024-06-17,9624,9624,On-Time
D0001705,S016,C0043,2024-05-30,2024-07-11,2024-07-12,12348,12348,Delayed
D0006061,S012,C0144,2024-05-30,2024-07-12,2024-07-12,1248,1001,Partial
D0000661,S015,C0022,2024-05-30,2024-07-04,2024-07-04,11261,11261,On-Time
D0004519,S010,C0100,2024-05-30,2024-07-09,2024-07-09,3793,3793,On-Time
D0006539,S004,C0155,2024-05-31,2024-06-27,2024-06-28,34862,34862,Delayed
D0004600,S004,C0102,2024-05-31,2024-07-05,2024-07-05,1715,1715,On-Time
D0009604,S007,C0239,2024-05-31,2024-06-16,2024-06-16,275,275,On-Time
D0008382,S008,C0205,2024-05-31,2024-06-30,2024-07-02,9105,9105,Delayed
D0003658,S007,C0080,2024-05-31,2024-07-14,2024-07-14,15747,13940,Partial
D0009313,S008,C0229,2024-05-31,2024-07-01,2024-07-02,392,392,Delayed
D0008504,S011,C0208,2024-05-31,2024-06-17,2024-06-17,32907,32907,On-Time
D0006031,S011,C0143,2024-05-31,2024-08-04,2024-08-05,2427,2427,Delayed
D0006132,S005,C0146,2024-05-31,2024-07-29,2024-07-29,2726,2726,On-Time
D0001971,S019,C0048,2024-05-31,2024-07-20,2024-07-20,12610,12610,On-Time
D0000952,S012,C0028,2024-05-31,2024-07-20,2024-07-21,6004,6004,Delayed
D0007815,S019,C0190,2024-05-31,2024-07-25,2024-07-25,66,66,On-Time
D0003318,S014,C0073,2024-05-31,2024-07-06,2024-07-07,5386,5386,Delayed
D0007130,S004,C0166,2024-05-31,2024-07-02,2024-07-02,6931,6931,On-Time
D0003610,S018,C0079,2024-05-31,2024-07-05,2024-07-05,3734,3734,On-Time
D0007786,S001,C0188,2024-05-31,2024-08-19,2024-09-04,271,258,Delayed
D0002236,S015,C0053,2024-05-31,2024-06-23,2024-06-23,16877,16877,On-Time
D0006487,S014,C0154,2024-05-31,2024-07-19,2024-07-21,15036,15036,Delayed
D0000607,S011,C0021,2024-06-03,2024-07-16,2024-07-16,5202,5202,On-Time
D0004601,S009,C0102,2024-06-03,2024-07-08,2024-07-09,4839,4839,Delayed
D0008051,S011,C0197,2024-06-03,2024-06-28,2024-06-28,10495,10495,On-Time
D0005806,S002,C0137,2024-06-03,2024-08-02,2024-08-02,3430,3223,Partial
D0007717,S007,C0184,2024-06-03,2024-08-16,2024-08-17,56,56,Delayed
D0004828,S008,C0108,2024-06-03,2024-07-14,2024-07-16,1508,1508,Delayed
D0006852,S019,C0161,2024-06-03,2024-06-25,2024-06-25,21737,21737,On-Time
D0008132,S016,C0199,2024-06-03,2024-06-27,2024-06-27,6828,6828,On-Time
D0005923,S016,C0140,2024-06-03,2024-07-15,2024-07-16,2828,2828,Delayed
D0002674,S016,C0061,2024-06-03,2024-07-10,2024-07-12,7166,7166,Delayed
D0007183,S015,C0167,2024-06-03,2024-07-05,2024-07-05,13442,13442,On-Time
D0004374,S001,C0096,2024-06-03,2024-07-12,2024-07-12,1825,1825,On-Time
D0004792,S018,C0107,2024-06-03,2024-07-07,2024-07-07,3855,3855,On-Time
D0008596,S008,C0210,2024-06-03,2024-06-30,2024-07-01,3260,3260,Delayed
D0008465,S012,C0207,2024-06-03,2024-06-23,2024-06-24,19477,19477,Delayed
D0000763,S018,C0024,2024-06-03,2024-07-06,2024-07-07,12301,12301,Delayed
D0006645,S017,C0157,2024-06-03,2024-07-02,2024-07-02,16267,16267,On-Time
D0005888,S008,C0139,2024-06-03,2024-07-07,2024-07-08,3369,3369,Delayed
D0007078,S018,C0165,2024-06-03,2024-07-15,2024-07-15,12453,12453,On-Time
D0004409,S005,C0097,2024-06-03,2024-07-19,2024-07-19,3608,3608,On-Time
D0009172,S003,C0224,2024-06-03,2024-06-29,2024-06-30,290,290,Delayed
D0002353,S003,C0055,2024-06-03,2024-07-09,2024-07-09,28534,28534,On-Time
D0002786,S019,C0063,2024-06-03,2024-06-30,2024-06-30,7378,7378,On-Time
D0003761,S015,C0082,2024-06-03,2024-07-24,2024-07-24,10379,10379,On-Time
D0008002,S020,C0196,2024-06-03,2024-07-03,,21701,21701,Unknown
D0003022,S001,C0067,2024-06-03,2024-06-28,2024-06-28,5211,5211,On-Time
D0005378,S003,C0124,2024-06-03,2024-07-21,2024-07-21,4596,4596,On-Time
D0001103,S005,C0031,2024-06-04,2024-07-18,2024-07-19,5261,5261,Delayed
D0000511,S020,C0019,2024-06-04,2024-07-21,2024-07-21,5581,5581,On-Time
D0008769,S002,C0214,2024-06-04,2024-06-29,2024-06-30,10898,10898,Delayed
D0005305,S003,C0122,2024-06-04,2024-08-07,,1938,1938,Unknown
D0009055,S009,C0221,2024-06-04,2024-06-21,2024-06-23,8966,8966,Delayed
D0001247,S018,C0034,2024-06-04,2024-07-12,2024-07-12,4322,4322,On-Time
D0004335,S017,C0095,2024-06-04,2024-07-07,2024-07-07,7158,5825,Partial
D0000248,S014,C0014,2024-06-04,2024-07-09,2024-07-10,5773,5773,Delayed
D0006909,S015,C0162,2024-06-04,2024-07-05,2024-07-05,12009,12009,On-Time
D0003175,S017,C0070,2024-06-04,2024-07-18,2024-07-18,10499,10499,On-Time
D0003708,S012,C0081,2024-06-04,2024-07-06,2024-07-07,2237,2237,Delayed
D0001390,S019,C0037,2024-06-04,2024-07-26,2024-07-26,2390,2390,On-Time
D0005611,S019,C0131,2024-06-04,2024-07-06,2024-07-06,3677,3677,On-Time
D0004717,S011,C0105,2024-06-04,2024-07-08,2024-07-08,1286,1286,On-Time
D0004179,S004,C0091,2024-06-04,2024-06-28,2024-06-29,4854,4854,Delayed
D0007584,S008,C0174,2024-06-04,2024-07-16,2024-07-17,21778,21778,Delayed
D0006133,S012,C0146,2024-06-04,2024-07-30,2024-07-30,7257,7257,On-Time
D0000713,S016,C0023,2024-06-04,2024-07-08,2024-07-09,2320,2320,Delayed
D0003079,S013,C0068,2024-06-04,2024-06-29,2024-06-29,11341,11341,On-Time
D0004559,S016,C0101,2024-06-04,2024-07-25,2024-07-26,1031,1031,Delayed
D0009631,S001,C0240,2024-06-04,2024-08-02,2024-08-03,233,233,Delayed
D0008813,S003,C0215,2024-06-04,2024-06-25,2024-06-26,48522,48522,Delayed
D0001195,S019,C0033,2024-06-04,2024-07-11,2024-07-11,5377,5377,On-Time
D0003806,S016,C0083,2024-06-04,2024-07-12,2024-07-13,15008,15008,Delayed
D0001972,S015,C0048,2024-06-04,2024-07-28,2024-07-28,14345,14345,On-Time
D0005771,S001,C0136,2024-06-04,2024-07-17,2024-07-18,1997,1997,Delayed
