month,component_id,actual_units,actual_issued
2025-10,C0216,103038,79627
2025-11,C0216,27633,21712
2024-02,C0217,35318,33153
2024-03,C0217,120130,96776
2024-04,C0217,116503,92472
2024-05,C0217,129680,98598
2024-06,C0217,120843,92938
2024-07,C0217,124025,96864
2024-08,C0217,124408,96501
2024-09,C0217,118922,90276
2024-10,C0217,125120,96732
2024-11,C0217,123411,97145
2024-12,C0217,128093,98953
2025-01,C0217,124292,96287
2025-02,C0217,109962,86094
2025-03,C0217,124626,97132
2025-04,C0217,118996,89245
2025-05,C0217,125536,97090
2025-06,C0217,128692,100118
2025-07,C0217,125276,97485
2025-08,C0217,125437,93617
2025-09,C0217,123679,92748
2025-10,C0217,132615,97820
2025-11,C0217,38320,30342
2024-02,C0218,34961,28657
2024-03,C0218,105054,84033
2024-04,C0218,108017,82526
2024-05,C0218,103972,82062
2024-06,C0218,107606,81383
2024-07,C0218,109973,86802
2024-08,C0218,113676,84791
2024-09,C0218,113727,89140
2024-10,C0218,105572,82465
2024-11,C0218,113230,85427
2024-12,C0218,115304,87295
2025-01,C0218,117195,92242
2025-02,C0218,96596,73096
2025-03,C0218,103704,80478
2025-04,C0218,110899,82446
2025-05,C0218,103068,80674
2025-06,C0218,104799,81399
2025-07,C0218,114138,89627
2025-08,C0218,108488,82059
2025-09,C0218,103805,80389
2025-10,C0218,105358,82252
2025-11,C0218,29470,23474
2024-02,C0219,25432,22478
2024-03,C0219,69157,56153
2024-04,C0219,80187,57976
2024-05,C0219,73087,57131
2024-06,C0219,72166,57196
2024-07,C0219,77819,60396
2024-08,C0219,82861,62619
2024-09,C0219,72910,56653
2024-10,C0219,79569,61616
2024-11,C0219,71828,56101
2024-12,C0219,75760,58715
2025-01,C0219,79826,62035
2025-02,C0219,73677,54580
2025-03,C0219,77167,59990
2025-04,C0219,75594,57415
2025-05,C0219,74555,57212
2025-06,C0219,76316,55869
2025-07,C0219,75910,58750
2025-08,C0219,73949,57566
2025-09,C0219,72882,56922
2025-10,C0219,75234,58490
2025-11,C0219,22561,17429
2024-02,C0220,27759,26183
2024-03,C0220,100258,78698
2024-04,C0220,98513,75797
2024-05,C0220,105987,80622
2024-06,C0220,103138,79966
2024-07,C0220,100753,78501
2024-08,C0220,105344,81822
2024-09,C0220,99747,77942
2024-10,C0220,96214,75519
2024-11,C0220,106442,81179
2024-12,C0220,98826,77616
2025-01,C0220,115727,86745
2025-02,C0220,90677,69372
2025-03,C0220,102017,79216
2025-04,C0220,96968,73700
2025-05,C0220,99846,77499
2025-06,C0220,92346,73100
2025-07,C0220,109325,85129
2025-08,C0220,100050,78350
2025-09,C0220,101967,76968
2025-10,C0220,106362,79881
2025-11,C0220,30257,23431
2024-02,C0221,24060,23075
2024-03,C0221,75511,58919
2024-04,C0221,77155,58304
2024-05,C0221,72431,57319
2024-06,C0221,73460,57533
2024-07,C0221,80053,58944
2024-08,C0221,77747,60621
2024-09,C0221,74290,58003
2024-10,C0221,80367,60261
2024-11,C0221,74091,56338
2024-12,C0221,75825,58503
2025-01,C0221,82480,61383
2025-02,C0221,70509,53494
2025-03,C0221,77816,60714
2025-04,C0221,72378,55608
2025-05,C0221,78286,60379
2025-06,C0221,80452,60325
2025-07,C0221,74704,58438
2025-08,C0221,83135,62593
2025-09,C0221,86462,62326
2025-10,C0221,79829,61326
2025-11,C0221,21372,16811
2024-02,C0222,25244,22391
2024-03,C0222,85395,68199
2024-04,C0222,80530,61638
2024-05,C0222,82605,65100
2024-06,C0222,88632,69610
2024-07,C0222,84503,65784
2024-08,C0222,90477,69097
2024-09,C0222,85968,65263
2024-10,C0222,86962,64910
2024-11,C0222,82903,62690
2024-12,C0222,81976,64317
2025-01,C0222,82119,63198
2025-02,C0222,75582,58569
2025-03,C0222,84281,63504
2025-04,C0222,82561,64722
2025-05,C0222,85251,67028
2025-06,C0222,78218,61556
2025-07,C0222,81890,63880
2025-08,C0222,81836,62827
2025-09,C0222,83666,64452
2025-10,C0222,82251,64479
2025-11,C0222,23270,18277
2024-02,C0223,511,487
2024-03,C0223,1737,1368
2024-04,C0223,1657,1282
2024-05,C0223,1827,1380
2024-06,C0223,1696,1296
2024-07,C0223,1832,1418
2024-08,C0223,1857,1394
2024-09,C0223,1759,1363
2024-10,C0223,1942,1506
2024-11,C0223,1716,1303
2024-12,C0223,1808,1389
2025-01,C0223,1861,1425
2025-02,C0223,1723,1318
2025-03,C0223,1691,1293
2025-04,C0223,1786,1371
2025-05,C0223,2017,1509
2025-06,C0223,1669,1305
2025-07,C0223,1643,1276
2025-08,C0223,1857,1421
2025-09,C0223,1605,1257
2025-10,C0223,1748,1380
2025-11,C0223,553,426
2024-02,C0224,362,283
2024-03,C0224,880,689
2024-04,C0224,954,730
2024-05,C0224,935,702
2024-06,C0224,876,697
2024-07,C0224,912,726
2024-08,C0224,867,693
2024-09,C0224,807,653
2024-10,C0224,937,721
2024-11,C0224,809,626
2024-12,C0224,836,641
2025-01,C0224,886,689
2025-02,C0224,818,612
2025-03,C0224,914,699
2025-04,C0224,840,638
2025-05,C0224,967,756
2025-06,C0224,851,642
2025-07,C0224,815,650
2025-08,C0224,837,649
2025-09,C0224,790,614
2025-10,C0224,874,670
2025-11,C0224,282,209
2024-02,C0225,524,492
2024-03,C0225,1719,1391
2024-04,C0225,1863,1441
2024-05,C0225,1929,1495
2024-06,C0225,1759,1357
2024-07,C0225,1803,1402
2024-08,C0225,1758,1360
2024-09,C0225,1800,1392
2024-10,C0225,1850,1447
2024-11,C0225,1740,1370
2024-12,C0225,1894,1442
2025-01,C0225,1757,1359
2025-02,C0225,1684,1321
2025-03,C0225,1821,1426
2025-04,C0225,1743,1347
2025-05,C0225,1823,1411
2025-06,C0225,1788,1379
2025-07,C0225,1797,1399
2025-08,C0225,1661,1292
2025-09,C0225,1844,1428
2025-10,C0225,1972,1547
2025-11,C0225,524,408
2024-02,C0226,394,374
2024-03,C0226,1148,945
2024-04,C0226,1217,939
2024-05,C0226,1300,1022
2024-06,C0226,1317,1026
2024-07,C0226,1344,1038
2024-08,C0226,1304,971
2024-09,C0226,1286,1022
2024-10,C0226,1264,988
2024-11,C0226,1377,1076
2024-12,C0226,1295,1004
2025-01,C0226,1190,911
2025-02,C0226,1191,939
2025-03,C0226,1283,999
2025-04,C0226,1183,953
2025-05,C0226,1367,1046
2025-06,C0226,1223,956
2025-07,C0226,1296,993
2025-08,C0226,1299,1015
2025-09,C0226,1212,971
2025-10,C0226,1385,1084
2025-11,C0226,355,278
2024-02,C0227,428,406
2024-03,C0227,1421,1129
2024-04,C0227,1230,938
2024-05,C0227,1342,1068
2024-06,C0227,1372,1075
2024-07,C0227,1498,1158
2024-08,C0227,1370,1084
2024-09,C0227,1374,1065
2024-10,C0227,1406,1102
2024-11,C0227,1458,1119
2024-12,C0227,1454,1120
2025-01,C0227,1557,1204
2025-02,C0227,1297,1005
2025-03,C0227,1500,1158
2025-04,C0227,1525,1184
2025-05,C0227,1519,1206
2025-06,C0227,1425,1072
2025-07,C0227,1513,1172
2025-08,C0227,1289,1034
2025-09,C0227,1335,1022
2025-10,C0227,1480,1149
2025-11,C0227,425,326
2024-02,C0228,344,323
2024-03,C0228,1006,818
2024-04,C0228,1072,818
2024-05,C0228,1074,847
2024-06,C0228,971,753
2024-07,C0228,1051,825
2024-08,C0228,1152,912
2024-09,C0228,1160,906
2024-10,C0228,1174,916
2024-11,C0228,1081,853
2024-12,C0228,1093,886
2025-01,C0228,1051,824
2025-02,C0228,1036,814
2025-03,C0228,1094,858
2025-04,C0228,1027,804
2025-05,C0228,1149,881
2025-06,C0228,1067,807
2025-07,C0228,1022,807
2025-08,C0228,1219,944
2025-09,C0228,1007,781
2025-10,C0228,1022,788
2025-11,C0228,314,241
2024-02,C0229,352,332
2024-03,C0229,943,768
2024-04,C0229,1113,861
2024-05,C0229,1208,898
2024-06,C0229,1042,794
2024-07,C0229,1105,846
2024-08,C0229,1079,850
2024-09,C0229,928,726
2024-10,C0229,1165,894
2024-11,C0229,973,758
2024-12,C0229,978,767
2025-01,C0229,1134,882
2025-02,C0229,959,753
2025-03,C0229,1063,829
2025-04,C0229,1013,788
2025-05,C0229,997,787
2025-06,C0229,997,766
2025-07,C0229,1244,971
2025-08,C0229,1221,924
2025-09,C0229,991,765
2025-10,C0229,1078,831
2025-11,C0229,310,242
2024-02,C0230,369,345
2024-03,C0230,1202,1002
2024-04,C0230,1396,1070
2024-05,C0230,1350,1047
2024-06,C0230,1193,916
2024-07,C0230,1331,1034
2024-08,C0230,1372,1053
2024-09,C0230,1281,1007
2024-10,C0230,1318,1031
2024-11,C0230,1307,1006
2024-12,C0230,1297,987
2025-01,C0230,1272,999
2025-02,C0230,1243,946
2025-03,C0230,1346,1049
2025-04,C0230,1292,975
2025-05,C0230,1292,1041
2025-06,C0230,1396,1070
2025-07,C0230,1230,974
2025-08,C0230,1381,1065
2025-09,C0230,1232,953
2025-10,C0230,1320,1021
2025-11,C0230,374,298
2024-02,C0231,683,632
2024-03,C0231,1947,1571
2024-04,C0231,1857,1441
2024-05,C0231,2101,1630
2024-06,C0231,1969,1558
2024-07,C0231,2112,1666
2024-08,C0231,2209,1720
2024-09,C0231,1992,1539
2024-10,C0231,2023,1573
2024-11,C0231,1963,1510
2024-12,C0231,2245,1743
2025-01,C0231,2066,1627
2025-02,C0231,1826,1421
2025-03,C0231,2038,1561
2025-04,C0231,2144,1660
2025-05,C0231,2159,1679
2025-06,C0231,2143,1635
2025-07,C0231,2256,1759
2025-08,C0231,2135,1645
2025-09,C0231,2121,1645
2025-10,C0231,2168,1703
2025-11,C0231,541,403
2024-02,C0232,902,818
2024-03,C0232,2354,1895
2024-04,C0232,2415,1833
2024-05,C0232,2563,2048
2024-06,C0232,2301,1778
2024-07,C0232,2432,1863
2024-08,C0232,2372,1836
2024-09,C0232,2431,1919
2024-10,C0232,2299,1809
2024-11,C0232,2575,2001
2024-12,C0232,2273,1765
2025-01,C0232,2428,1893
2025-02,C0232,2187,1703
2025-03,C0232,2568,2012
2025-04,C0232,2619,1975
2025-05,C0232,2399,1870
2025-06,C0232,2479,1956
2025-07,C0232,2487,1914
2025-08,C0232,2461,1897
2025-09,C0232,2427,1866
2025-10,C0232,2443,1895
2025-11,C0232,668,539
2024-02,C0233,533,500
2024-03,C0233,1654,1330
2024-04,C0233,1857,1429
2024-05,C0233,1748,1343
2024-06,C0233,1740,1298
2024-07,C0233,1755,1293
2024-08,C0233,1676,1313
2024-09,C0233,1702,1331
2024-10,C0233,1585,1231
2024-11,C0233,1702,1351
2024-12,C0233,1760,1381
2025-01,C0233,1759,1390
2025-02,C0233,1478,1158
2025-03,C0233,1741,1376
2025-04,C0233,1684,1255
2025-05,C0233,1587,1249
2025-06,C0233,1556,1251
2025-07,C0233,1730,1340
2025-08,C0233,1775,1383
2025-09,C0233,1620,1257
2025-10,C0233,1896,1356
2025-11,C0233,430,349
2024-02,C0234,599,571
2024-03,C0234,2131,1739
2024-04,C0234,2144,1669
2024-05,C0234,2286,1793
2024-06,C0234,2156,1652
2024-07,C0234,2194,1726
2024-08,C0234,2167,1692
2024-09,C0234,2218,1714
2024-10,C0234,2367,1817
2024-11,C0234,2067,1599
2024-12,C0234,2099,1609
2025-01,C0234,2601,2007
2025-02,C0234,1894,1472
2025-03,C0234,2254,1741
2025-04,C0234,2137,1655
2025-05,C0234,2128,1661
2025-06,C0234,2325,1757
2025-07,C0234,2444,1843
2025-08,C0234,2145,1639
2025-09,C0234,2075,1606
2025-10,C0234,2294,1796
2025-11,C0234,619,462
2024-02,C0235,598,571
2024-03,C0235,1515,1209
2024-04,C0235,1706,1328
2024-05,C0235,1792,1338
2024-06,C0235,1513,1185
2024-07,C0235,1733,1349
2024-08,C0235,1579,1215
2024-09,C0235,1584,1231
2024-10,C0235,1672,1290
2024-11,C0235,1566,1238
2024-12,C0235,1651,1295
2025-01,C0235,1593,1239
2025-02,C0235,1394,1121
2025-03,C0235,1530,1199
2025-04,C0235,1513,1168
2025-05,C0235,1675,1298
2025-06,C0235,1510,1170
2025-07,C0235,1629,1261
2025-08,C0235,1659,1306
2025-09,C0235,1540,1179
2025-10,C0235,1608,1267
2025-11,C0235,494,371
2024-02,C0236,247,229
2024-03,C0236,747,653
2024-04,C0236,782,697
2024-05,C0236,838,700
2024-06,C0236,743,669
2024-07,C0236,830,696
2024-08,C0236,727,646
2024-09,C0236,735,690
2024-10,C0236,776,740
2024-11,C0236,843,722
2024-12,C0236,696,656
2025-01,C0236,812,754
2025-02,C0236,928,725
2025-03,C0236,979,774
2025-04,C0236,852,661
2025-05,C0236,912,685
2025-06,C0236,820,646
2025-07,C0236,873,680
2025-08,C0236,897,698
2025-09,C0236,882,691
2025-10,C0236,838,666
2025-11,C0236,222,179
2024-02,C0237,537,490
2024-03,C0237,1787,1402
2024-04,C0237,1745,1358
2024-05,C0237,1748,1362
2024-06,C0237,1663,1312
2024-07,C0237,1860,1455
2024-08,C0237,1833,1405
2024-09,C0237,1661,1331
2024-10,C0237,1787,1408
2024-11,C0237,1864,1441
2024-12,C0237,1818,1377
2025-01,C0237,1959,1570
2025-02,C0237,1533,1146
2025-03,C0237,1803,1416
2025-04,C0237,1734,1348
2025-05,C0237,1904,1486
2025-06,C0237,1701,1325
2025-07,C0237,1798,1375
2025-08,C0237,1859,1439
2025-09,C0237,1742,1328
2025-10,C0237,1806,1423
2025-11,C0237,528,428
2024-02,C0238,522,501
2024-03,C0238,1947,1572
2024-04,C0238,1957,1546
2024-05,C0238,1930,1507
2024-06,C0238,1848,1409
2024-07,C0238,1870,1487
2024-08,C0238,2048,1602
2024-09,C0238,1749,1367
2024-10,C0238,2066,1572
2024-11,C0238,1924,1514
2024-12,C0238,1984,1528
2025-01,C0238,1980,1540
2025-02,C0238,1894,1464
2025-03,C0238,1907,1513
2025-04,C0238,1870,1451
2025-05,C0238,2101,1612
2025-06,C0238,1836,1436
2025-07,C0238,1991,1509
2025-08,C0238,1875,1460
2025-09,C0238,1879,1478
2025-10,C0238,2106,1641
2025-11,C0238,552,424
2024-02,C0239,508,477
2024-03,C0239,1566,1228
2024-04,C0239,1465,1137
2024-05,C0239,1607,1233
2024-06,C0239,1597,1268
2024-07,C0239,1530,1195
2024-08,C0239,1553,1197
2024-09,C0239,1569,1232
2024-10,C0239,1455,1125
2024-11,C0239,1605,1210
2024-12,C0239,1452,1140
2025-01,C0239,1539,1199
2025-02,C0239,1321,1033
2025-03,C0239,1518,1179
2025-04,C0239,1446,1107
2025-05,C0239,1570,1247
2025-06,C0239,1516,1184
2025-07,C0239,1545,1192
2025-08,C0239,1578,1237
2025-09,C0239,1549,1181
2025-10,C0239,1567,1188
2025-11,C0239,413,311
2024-02,C0240,545,527
2024-03,C0240,1861,1462
2024-04,C0240,1783,1371
2024-05,C0240,1909,1433
2024-06,C0240,1709,1336
2024-07,C0240,2160,1644
2024-08,C0240,1853,1431
2024-09,C0240,1902,1463
2024-10,C0240,1987,1561
2024-11,C0240,1868,1457
2024-12,C0240,1971,1525
2025-01,C0240,1907,1482
2025-02,C0240,1751,1325
2025-03,C0240,1830,1417
2025-04,C0240,1907,1476
2025-05,C0240,1805,1405
2025-06,C0240,1904,1467
2025-07,C0240,1765,1391
2025-08,C0240,1824,1418
2025-09,C0240,1695,1328
2025-10,C0240,1840,1431
2025-11,C0240,467,378
